community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:JHdwbnWRvdXAK56glevmZFooM0A=,SF,5.910396575927734E-4,Dd,143.88.0.2,65533,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730800897617933E9,Cpe8ug2QlAhOqULID9,2024-11-05T10:01:37.617Z,none,none,False,none
1:aHCmO4Xbn/GIFMoRrGm6dGboRBI=,SF,0.004024982452392578,Dd,143.88.1.22,46643,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730800897562125E9,Cn8zFK1kL7qmj8D5Gf,2024-11-05T10:01:37.562Z,none,none,False,none
1:Uw5E1PZLCEIUprrJb+/FdzdpdTw=,SF,9.310245513916016E-4,Dd,143.88.0.2,52425,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730800897620355E9,CHAXCf4mgzK9cBnhQ6,2024-11-05T10:01:37.620Z,none,none,False,none
1:qQzqvLN18qa0Q0U5YSRwoRc8b7s=,SF,9.379386901855469E-4,Dd,143.88.0.18,50425,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730800905892796E9,CYSyhX1dKjc4fB4Hn4,2024-11-05T10:01:45.892Z,none,none,False,none
1:lxXz3YlcbsN1RiQ8sfImfzoVIOw=,S0,5.005482912063599,D,143.88.10.13,34039,143.88.255.10,53,false,false,0,128,240,4,udp,0,0,0,dns,1.730800915518476E9,C2hNdd2S7nETbFCJPj,2024-11-05T10:01:55.518Z,none,none,False,none
1:n4rzk8huB6RFbOYAVnkRTA05/7c=,SF,0.0010900497436523438,Dd,143.88.0.18,27992,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.73080093613569E9,C98qrLlPzztXOcVlh,2024-11-05T10:02:16.135Z,none,none,False,none
1:YgmKTgmiPvsrg0jVgA177+VUwgo=,SF,0.0020608901977539062,Dd,143.88.0.18,8713,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730800935995048E9,CfLooS1Qq1Kuy61MEg,2024-11-05T10:02:15.995Z,none,none,False,none
1:7PicbX1bHiH9ArkSye6OGoNVtqA=,SF,6.959438323974609E-4,Dd,143.88.0.18,5335,143.88.0.17,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730800936166032E9,CH6Do23piYr1prHuZ9,2024-11-05T10:02:16.166Z,none,none,False,none
1:gzaF1ZfaKlZcOlSOaTJUEBw6aMQ=,S0,6.079673767089844E-4,D,143.88.13.13,43117,143.88.255.10,53,false,false,0,64,120,2,udp,0,0,0,dns,1.730800953850482E9,C7dPjm4Bx8y2xaCvx,2024-11-05T10:02:33.850Z,none,none,False,none
1:96tefOlh+mKw0sEzAd6pqTYw/9w=,SF,0.0038068294525146484,Dd,143.88.1.22,51073,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730800958081958E9,CIsBkJ2ynVCrKNyw9b,2024-11-05T10:02:38.081Z,none,none,False,none
1:oIQC7LFK7n//MWIfVWCoYtMv0UY=,SF,0.0010418891906738281,Dd,143.88.0.2,13933,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730800988360645E9,CDtdY64tk5BKN9Zoy4,2024-11-05T10:03:08.360Z,none,none,False,none
1:FyGGRPzBAX+5UslCFxXWdU1Mh/0=,SF,0.0011839866638183594,Dd,143.88.0.38,123,143.88.255.1,123,false,false,0,48,76,1,udp,48,76,1,ntp,1.730800949687956E9,C2vzYl4yoIQBhK0Hai,2024-11-05T10:02:29.687Z,none,none,False,none
1:yFe1lH3ToHl5GBx44OSBacga58k=,SF,9.6893310546875E-4,Dd,143.88.0.18,22420,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801026822428E9,C6QTxm3xE00NIz5oBb,2024-11-05T10:03:46.822Z,none,none,False,none
1:xJzxTtcTA15pisra1RjfjRkuiCY=,SF,0.00144195556640625,Dd,143.88.0.2,36104,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801048711069E9,CERr5vLPMqZmEgmAl,2024-11-05T10:04:08.711Z,none,none,False,none
1:MgJXuw1bfdVfEuVPfHoCmed8CrM=,SF,0.002655029296875,Dd,143.88.1.22,48752,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801048816124E9,CEmGMf1dHZJYmfLpti,2024-11-05T10:04:08.816Z,none,none,False,none
1:m4ePGncsZUdvZAgl44LwRZJK4UI=,SF,7.932186126708984E-4,Dd,143.88.0.18,22750,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801057041242E9,CAKWPi3u8CEshl1CQ1,2024-11-05T10:04:17.041Z,none,none,False,none
1:OryR4ULG6GgT5EKUzig+Pcdb3WQ=,SF,9.219646453857422E-4,Dd,143.88.0.2,15735,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801079131784E9,C6GQFG3M7omB34ZsU9,2024-11-05T10:04:39.131Z,none,none,False,none
1:lmBoL2m4RDa84bGveQNc6S6P9+Q=,SF,0.004469871520996094,Dd,143.88.1.22,44920,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801079041959E9,CtSPY52JMe2CwRNr64,2024-11-05T10:04:39.041Z,none,none,False,none
1:liN2NjDVOPULl0AYK2PhZmwR0S4=,SF,9.248256683349609E-4,Dd,143.88.0.18,50710,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.7308010874144E9,CUawvoMmNJg80dgZh,2024-11-05T10:04:47.414Z,none,none,False,none
1:Pbamtf6/sMmXdf1LnC9uulpkY/w=,SF,8.192062377929688E-4,Dd,143.88.0.2,37881,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801109261973E9,CxAi0c2jYzzjp6I6g4,2024-11-05T10:05:09.261Z,none,none,False,none
1:FTjNoim8PDayxHqZlHutQXAM6bU=,SF,7.658004760742188E-4,Dd,143.88.0.2,19533,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801109370371E9,CblAZ93oPAAceMkGUi,2024-11-05T10:05:09.370Z,none,none,False,none
1:JjUvThB5oAw8wx02nM7JIYjnfFc=,SF,7.030963897705078E-4,Dd,143.88.0.18,41966,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73080111759876E9,CkAZyo2snrMY1ypK76,2024-11-05T10:05:17.598Z,none,none,False,none
1:40ZA+jYRaiP7iPh/B6vohki0Ldc=,S0,,D,143.88.255.11,57072,8.8.8.8,53,false,false,0,,72,1,udp,,0,0,dns,1.730801144654974E9,CBIetx11OMMOfiXqji,2024-11-05T10:05:44.654Z,none,none,False,none
1:vd4FgGgIQhM7pp/hFoVuJ5iTCcE=,S0,3.809928894042969E-4,S,143.88.2.18,56920,143.88.255.10,53,false,false,0,0,120,2,tcp,0,0,0,,1.730801149946883E9,CYsf5L3ZezFwCzExne,2024-11-05T10:05:49.946Z,none,none,False,none
1:lcgIuizMFO7iQN7sbFWESsZ++v4=,S0,,D,143.88.255.11,49918,8.8.8.8,53,false,false,0,,71,1,udp,,0,0,dns,1.730801144655099E9,CapnbV1LvDWOrxjZZi,2024-11-05T10:05:44.655Z,none,none,False,none
1:pHcn+oRMMw+AwMaFDfQG9MfJQQc=,SF,0.002975940704345703,Dd,143.88.5.12,49376,143.88.5.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801168680248E9,CTwc9b3LdqNWyFqmFj,2024-11-05T10:06:08.680Z,none,none,False,none
1:PxJ/bxeBuyPPjalltGcG5mTr+KE=,SF,4.591941833496094E-4,Dd,143.88.0.2,35131,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801169769816E9,CeslIW2328S12G41ig,2024-11-05T10:06:09.769Z,none,none,False,none
1:1qzuYfvQIQVZGnMIN1/IEKTaUVQ=,SF,0.004513978958129883,Dd,143.88.1.22,38731,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730801169862361E9,ClB7YI3CeK31If6hka,2024-11-05T10:06:09.862Z,none,none,False,none
1:yG6pofHWhFLjtIPqN0WAb+XrXBw=,SF,0.0011548995971679688,Dd,143.88.0.18,12370,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801178145337E9,CZlAjZ3OAldg7jYn4,2024-11-05T10:06:18.145Z,none,none,False,none
1:NgMyuQS2r8KljabgsYoOgRaIQYE=,S0,4.968643188476562E-4,D,143.88.8.11,50848,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801183791841E9,Cmbj7A4MqEp7O1WaBh,2024-11-05T10:06:23.791Z,none,none,False,none
1:BIbLYaJhiZ2gmQDK0jlmR0nOOxY=,SF,8.258819580078125E-4,Dd,143.88.0.2,12862,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801200071885E9,CwP4h33BDWYn27toI6,2024-11-05T10:06:40.071Z,none,none,False,none
1:XRhRSmjUSTtRIaer+23TrVU7KQI=,SF,0.0011348724365234375,Dd,143.88.0.2,9450,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200016103E9,CrmE8m2KxT89PzHwU8,2024-11-05T10:06:40.016Z,none,none,False,none
1:x2FJQu1FwXKTc5Fu10FD3VKv2wY=,SF,8.728504180908203E-4,Dd,143.88.0.2,32625,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200079188E9,Cc33yo4fQ0BmydADR8,2024-11-05T10:06:40.079Z,none,none,False,none
1:tRGOem6Y+QdCN7pTwmgX0ZUnWXg=,SF,4.6896934509277344E-4,Dd,143.88.0.2,58159,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200080409E9,CJwWN815pZzVoVoQD3,2024-11-05T10:06:40.080Z,none,none,False,none
1:Ofq7rTgcs4AhxiOSch8qF/h+cL0=,SF,0.0012259483337402344,Dd,143.88.0.18,48153,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801208330096E9,CTi9p84l580tOb1BKg,2024-11-05T10:06:48.330Z,none,none,False,none
1:pU5AFSfVT+qnitxrrlta6Yu5eW0=,S0,,D,143.88.255.11,53510,8.8.8.8,53,false,false,0,,69,1,udp,,0,0,dns,1.730801222394973E9,Cn7CwA49zVOXZ9B6xl,2024-11-05T10:07:02.394Z,none,none,False,none
1:rGmWeDBMWRpXFbtAK8cGJp/F2co=,S0,5.979537963867188E-4,D,143.88.15.11,36382,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801226290292E9,CRAZ0q4BZxvW1BMqSl,2024-11-05T10:07:06.290Z,none,none,False,none
1:KxhdcZsq69hWX3AXv1x6NwXsmX0=,SF,9.381771087646484E-4,Dd,143.88.0.2,18547,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801230311679E9,C7kh5holtUVMBtFS8,2024-11-05T10:07:10.311Z,none,none,False,none
1:G6NgiLdb7UqGO4vO9vqzhDSNoSY=,SF,0.0021529197692871094,Dd,143.88.0.18,64105,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801238500575E9,CfAbd44pTmnwa1QFA1,2024-11-05T10:07:18.500Z,none,none,False,none
1:pk1gyIfp+MCwcLoXNk7TRkItAyQ=,S0,3.8313865661621094E-4,D,143.88.9.13,39937,143.88.255.10,53,false,false,0,64,120,2,udp,0,0,0,dns,1.730801240813912E9,C5Yqyl4i0aWVquY5Uk,2024-11-05T10:07:20.813Z,none,none,False,none
1:sB3VExApOrZiDgGbfgih3olHW14=,SF,0.004256010055541992,Dd,143.88.5.10,35219,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801268941083E9,CmSaDv1vsDdQCVC7wd,2024-11-05T10:07:48.941Z,none,none,False,none
1:5EaxlnhulHOObDSmo/+T91lm3zw=,SF,0.001033782958984375,Dd,143.88.0.18,7710,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801268821962E9,C3vLHu2Vmet0A0qDYi,2024-11-05T10:07:48.821Z,none,none,False,none
1:occ7/a5Id12UdzP43OEdETcP/74=,SF,0.004055023193359375,Dd,143.88.5.10,33842,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801299179544E9,CsLQo1M1zjgR64PO4,2024-11-05T10:08:19.179Z,none,none,False,none
1:XPTW7OHdTqi0BCNIzXZNHLCelGc=,SF,0.0011219978332519531,Dd,143.88.0.18,52094,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801299132902E9,CGrW3q2Zy0rQb1LhO8,2024-11-05T10:08:19.132Z,none,none,False,none
1:3xbO8DYr3B02dThETdAPmekZaYQ=,SF,0.0011649131774902344,Dd,143.88.0.2,58446,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801320991229E9,CwaKWE2x41XYLE3RMl,2024-11-05T10:08:40.991Z,none,none,False,none
1:osSTh2BgTgZrE9rB8cUWQ+MWfwk=,S0,,D,143.88.255.11,57682,8.8.8.8,53,false,false,0,,69,1,udp,,0,0,dns,1.730801328969816E9,Cz7hwB44YlVAZJXByj,2024-11-05T10:08:48.969Z,none,none,False,none
1:IkQUXF3/KQvrxX1RxdmCfeGONOY=,SF,0.004216909408569336,Dd,143.88.5.10,34167,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730801329424875E9,CDSOTz158MKu01Rqcj,2024-11-05T10:08:49.424Z,none,none,False,none
1:N7dgIQe3pCOOLw8TCRfQzQ4XXJA=,S0,5.005093097686768,D,143.88.8.11,39272,143.88.255.10,53,false,false,0,128,240,4,udp,0,0,0,dns,1.730801338952178E9,CxqWFi3D51MYBefkvk,2024-11-05T10:08:58.952Z,none,none,False,none
1:mvXYoVxlGbGjZ0Ezw88ajsx4nKo=,SF,0.001138925552368164,Dd,143.88.0.2,10746,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.73080135129322E9,CGI5au25Np0rs0kIti,2024-11-05T10:09:11.293Z,none,none,False,none
1:KsA74E8Dpo/XTqvKeKWKnr8p4Ls=,SF,7.238388061523438E-4,Dd,143.88.0.2,26870,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801351278659E9,ClVBHJ2RGEyGxoKSIj,2024-11-05T10:09:11.278Z,none,none,False,none
1:2xi741z+iTWL7P4oaeYCpm6k1GE=,SF,0.0012462139129638672,Dd,143.88.0.2,33602,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801411833974E9,CSS2oF1Ml9uw7EAULd,2024-11-05T10:10:11.833Z,none,none,False,none
1:IM8gw71Wjl12b0onJfPZ1YQuoRw=,SF,0.004210948944091797,Dd,143.88.5.10,58408,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730801420145818E9,C7kQy83TnwUfzM6Oq7,2024-11-05T10:10:20.145Z,none,none,False,none
1:wJ0tav8jmS+IrqpiY6kzQZoADy0=,SF,0.0010600090026855469,Dd,143.88.0.2,19297,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801442112172E9,CLGb75xrLFZHxXhTk,2024-11-05T10:10:42.112Z,none,none,False,none
1:oW6cx9Xiwn+AkR1yTVD64yb7wl8=,SF,0.0011188983917236328,Dd,143.88.0.18,32036,143.88.0.17,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801450430176E9,CaPRcr1MEnFiJc9DD2,2024-11-05T10:10:50.430Z,none,none,False,none
1:guUsIBJg/bzZBeyWtSR/Lc5naJs=,SF,9.050369262695312E-4,Dd,143.88.0.18,41593,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801450325024E9,CYmgnORFowRiJN8Oe,2024-11-05T10:10:50.325Z,none,none,False,none
1:iWGn68WGgy7hXZGpAaphJDOQ52w=,SF,9.889602661132812E-4,Dd,143.88.0.18,26086,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801450427382E9,CZY5eo2aygAoj11Nz5,2024-11-05T10:10:50.427Z,none,none,False,none
1:Vd3zdUN7WuSlIXXumxwGiGETP8E=,SF,0.002382993698120117,Dd,143.88.1.22,33232,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801472367423E9,CRzzkL2QlOWd1QBCJg,2024-11-05T10:11:12.367Z,none,none,False,none
1:WenzCfYZyhxfdtLBq/b+DIs4DeU=,SF,9.589195251464844E-4,Dd,143.88.0.18,30908,143.88.0.17,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801480574461E9,CPJHVZ2yLLGjBF3Ej6,2024-11-05T10:11:20.574Z,none,none,False,none
1:0F3SpR/GgVf2+RGLCeTYX+t51Sk=,SF,0.004660129547119141,Dd,143.88.1.22,56285,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801532831095E9,C5vXk73SoTPxeFSVt,2024-11-05T10:12:12.831Z,none,none,False,none
1:60Y9wkIIoiZs/ha9d2SlHIhQzEs=,SF,9.331703186035156E-4,Dd,143.88.0.18,40983,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801541099351E9,CyOe2m43MoUHXp0Ctf,2024-11-05T10:12:21.099Z,none,none,False,none
1:ny7vEagHmSWePE2bhagIstwUKug=,SF,4.1222572326660156E-4,Dd,143.88.0.18,28894,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801541151605E9,C0XJjRnoqSaWkDsz6,2024-11-05T10:12:21.151Z,none,none,False,none
1:bcUonClNmKdLjnbYYFTOx7G8I9E=,S0,4.7898292541503906E-4,D,143.88.7.12,34626,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801546078022E9,CpfxwD4Rd0TbYZsIH2,2024-11-05T10:12:26.078Z,none,none,False,none
1:d/U63ngzMsm7cnKVxN3fWfda3T4=,S0,4.291534423828125E-4,D,143.88.6.10,50621,143.88.255.10,53,false,false,0,64,120,2,udp,0,0,0,dns,1.730801569517031E9,CDJKfn2r15v4JXelB9,2024-11-05T10:12:49.517Z,none,none,False,none
1:GZFvXw6tIz9m5/cIVP8DydgtYL4=,SF,0.0020301342010498047,Dd,143.88.1.22,34890,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.73080159328734E9,CXgJWm7THXm0jveh8,2024-11-05T10:13:13.287Z,none,none,False,none
1:ZlLMRKQdajPQFwzxbncry5bZHPk=,S0,1.3685226440429688E-4,D,143.88.6.10,36857,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801594544558E9,C3cN4r2KXmDiVNFyxl,2024-11-05T10:13:14.544Z,none,none,False,none
1:iHF3fPIoV+Av41bBqKpx83JLJOw=,SF,0.001199960708618164,Dd,143.88.0.18,17432,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801601661945E9,CpOZQx30IJkhrSUtae,2024-11-05T10:13:21.661Z,none,none,False,none
1:defIXlliEtjV48vjaq0lRsQaSMs=,SF,0.0010521411895751953,Dd,143.88.0.18,14381,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801601676585E9,CHBrLf15Xz0f4jiq55,2024-11-05T10:13:21.676Z,none,none,False,none
1:OQsaKT00RZGvOfa7kjIbhLzsT6w=,S0,8.010252952575684,D,143.88.12.11,138,143.88.12.255,138,false,false,0,1025,1165,5,udp,0,0,0,,1.730801552846715E9,CICJPr49pK59X9xCmd,2024-11-05T10:12:32.846Z,none,none,False,none
1:ISjfgHJmpTcCZp1cWtLk67+AbH0=,SF,9.160041809082031E-4,Dd,143.88.0.18,46408,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801631794934E9,C5tutD3o4Lqw7wunSe,2024-11-05T10:13:51.794Z,none,none,False,none
1:WnWlV4fMDcW5MbPK5R/IHxDYlGY=,SF,9.410381317138672E-4,Dd,143.88.0.18,51775,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801631925487E9,CONQZA2OadTyP60QCa,2024-11-05T10:13:51.925Z,none,none,False,none
1:oQGBBpfyqr9zNggddTSisY0+hyM=,SF,0.004018068313598633,Dd,143.88.1.22,46162,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.73080165373105E9,CYz9eb2jboZxrgQyic,2024-11-05T10:14:13.731Z,none,none,False,none
1:NS8OVQoUl4yOZLFFFiA1XnNUqB8=,SF,9.989738464355469E-4,Dd,143.88.0.2,8987,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801653749923E9,CsZzYt23uphWN04Rpa,2024-11-05T10:14:13.749Z,none,none,False,none
1:3RGAjNjfXUWrSNOV7yF09WPUAOQ=,SF,0.001146078109741211,Dd,143.88.0.18,47782,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801662053061E9,CJY0rD2rgMUyOu1ym7,2024-11-05T10:14:22.053Z,none,none,False,none
1:OccSKdnmYIWA7u1ygmuxBwdHFZk=,SF,4.889965057373047E-4,Dd,143.88.0.18,40009,143.88.0.17,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801662107599E9,C7u3EM1Ou4bIXi9PYc,2024-11-05T10:14:22.107Z,none,none,False,none
1:IoEDWOOcA/RwzDRfZYkrVJZhkCY=,SF,9.999275207519531E-4,Dd,143.88.0.2,65475,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801683991796E9,CaoyWYMWLyqeYbxTe,2024-11-05T10:14:43.991Z,none,none,False,none
1:4D14dxB8CkwNOup+kW9IsuL0SBA=,SF,0.0010600090026855469,Dd,143.88.0.2,29610,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.73080168406568E9,CqxsAU3zjjwYDIuZR7,2024-11-05T10:14:44.065Z,none,none,False,none
1:H85sZdX6ue4nLg7n14xcQ1Kq2/U=,SF,8.130073547363281E-4,Dd,143.88.0.18,26723,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73080169227236E9,C8Uy3P15GiuEgDWDo,2024-11-05T10:14:52.272Z,none,none,False,none
1:0RymECs3Qypji30Ezb5KxLAchzE=,SF,4.5800209045410156E-4,Dd,143.88.0.2,51999,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801744583412E9,CBJukb1CRrhLmOZMu2,2024-11-05T10:15:44.583Z,none,none,False,none
1:D2URcBJ+96me7frQ3ux3OpMWISs=,S0,5.005975008010864,D,143.88.12.13,57558,143.88.255.10,53,false,false,0,128,240,4,udp,0,0,0,dns,1.730801735828759E9,CdwxEZ3oD8ovrHZ7Ph,2024-11-05T10:15:35.828Z,none,none,False,none
1:fFYhe1mLUyxK1jdP6N5SrG2ii2o=,SF,0.0010678768157958984,Dd,143.88.0.18,34921,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801752768737E9,CwT2OM3ZJqTmgnkAQi,2024-11-05T10:15:52.768Z,none,none,False,none
1:Y8V70kQsgmBDOnsXNGPN2xS6mZk=,SF,0.0024847984313964844,Dd,143.88.0.2,40514,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801769056065E9,CihUPG2ttjcZ6NiJYe,2024-11-05T10:16:09.056Z,none,none,False,none
1:9vpuol/f9fRQMQwlsHfIJ36QbcM=,SF,9.250640869140625E-4,Dd,143.88.0.2,4111,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801774772518E9,CpKbF2cdkoaft6O2d,2024-11-05T10:16:14.772Z,none,none,False,none
1:GOLoKdQgVU7Cre+pe3lHQxvwoqQ=,SF,5.490779876708984E-4,Dd,143.88.0.2,29026,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801774833963E9,CSiC3W1xSKLlJtyXfh,2024-11-05T10:16:14.833Z,none,none,False,none
1:0YrgdQDoqCS5Q6OfF7a2SpGSGM0=,SF,8.370876312255859E-4,Dd,143.88.0.2,34808,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801774798635E9,CylalU1k7SWP32tZNd,2024-11-05T10:16:14.798Z,none,none,False,none
1:uahgnhXr5qWbOQ68WCVU7IVq/Mk=,SF,0.008968114852905273,Dd,143.88.5.10,39582,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.73080178301752E9,CfwavZS1TdG49GpP4,2024-11-05T10:16:23.017Z,none,none,False,none
