community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:yFe1lH3ToHl5GBx44OSBacga58k=,SF,9.6893310546875E-4,Dd,143.88.0.18,22420,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801026822428E9,C6QTxm3xE00NIz5oBb,2024-11-05T10:03:46.822Z,none,none,False,none
1:xJzxTtcTA15pisra1RjfjRkuiCY=,SF,0.00144195556640625,Dd,143.88.0.2,36104,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801048711069E9,CERr5vLPMqZmEgmAl,2024-11-05T10:04:08.711Z,none,none,False,none
1:MgJXuw1bfdVfEuVPfHoCmed8CrM=,SF,0.002655029296875,Dd,143.88.1.22,48752,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801048816124E9,CEmGMf1dHZJYmfLpti,2024-11-05T10:04:08.816Z,none,none,False,none
1:m4ePGncsZUdvZAgl44LwRZJK4UI=,SF,7.932186126708984E-4,Dd,143.88.0.18,22750,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801057041242E9,CAKWPi3u8CEshl1CQ1,2024-11-05T10:04:17.041Z,none,none,False,none
1:OryR4ULG6GgT5EKUzig+Pcdb3WQ=,SF,9.219646453857422E-4,Dd,143.88.0.2,15735,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801079131784E9,C6GQFG3M7omB34ZsU9,2024-11-05T10:04:39.131Z,none,none,False,none
1:lmBoL2m4RDa84bGveQNc6S6P9+Q=,SF,0.004469871520996094,Dd,143.88.1.22,44920,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801079041959E9,CtSPY52JMe2CwRNr64,2024-11-05T10:04:39.041Z,none,none,False,none
1:liN2NjDVOPULl0AYK2PhZmwR0S4=,SF,9.248256683349609E-4,Dd,143.88.0.18,50710,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.7308010874144E9,CUawvoMmNJg80dgZh,2024-11-05T10:04:47.414Z,none,none,False,none
1:Pbamtf6/sMmXdf1LnC9uulpkY/w=,SF,8.192062377929688E-4,Dd,143.88.0.2,37881,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801109261973E9,CxAi0c2jYzzjp6I6g4,2024-11-05T10:05:09.261Z,none,none,False,none
1:FTjNoim8PDayxHqZlHutQXAM6bU=,SF,7.658004760742188E-4,Dd,143.88.0.2,19533,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801109370371E9,CblAZ93oPAAceMkGUi,2024-11-05T10:05:09.370Z,none,none,False,none
1:JjUvThB5oAw8wx02nM7JIYjnfFc=,SF,7.030963897705078E-4,Dd,143.88.0.18,41966,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73080111759876E9,CkAZyo2snrMY1ypK76,2024-11-05T10:05:17.598Z,none,none,False,none
1:pHcn+oRMMw+AwMaFDfQG9MfJQQc=,SF,0.002975940704345703,Dd,143.88.5.12,49376,143.88.5.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801168680248E9,CTwc9b3LdqNWyFqmFj,2024-11-05T10:06:08.680Z,none,none,False,none
1:PxJ/bxeBuyPPjalltGcG5mTr+KE=,SF,4.591941833496094E-4,Dd,143.88.0.2,35131,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801169769816E9,CeslIW2328S12G41ig,2024-11-05T10:06:09.769Z,none,none,False,none
1:1qzuYfvQIQVZGnMIN1/IEKTaUVQ=,SF,0.004513978958129883,Dd,143.88.1.22,38731,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730801169862361E9,ClB7YI3CeK31If6hka,2024-11-05T10:06:09.862Z,none,none,False,none
1:yG6pofHWhFLjtIPqN0WAb+XrXBw=,SF,0.0011548995971679688,Dd,143.88.0.18,12370,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801178145337E9,CZlAjZ3OAldg7jYn4,2024-11-05T10:06:18.145Z,none,none,False,none
1:NgMyuQS2r8KljabgsYoOgRaIQYE=,S0,4.968643188476562E-4,D,143.88.8.11,50848,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801183791841E9,Cmbj7A4MqEp7O1WaBh,2024-11-05T10:06:23.791Z,none,none,False,none
1:BIbLYaJhiZ2gmQDK0jlmR0nOOxY=,SF,8.258819580078125E-4,Dd,143.88.0.2,12862,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801200071885E9,CwP4h33BDWYn27toI6,2024-11-05T10:06:40.071Z,none,none,False,none
1:XRhRSmjUSTtRIaer+23TrVU7KQI=,SF,0.0011348724365234375,Dd,143.88.0.2,9450,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200016103E9,CrmE8m2KxT89PzHwU8,2024-11-05T10:06:40.016Z,none,none,False,none
1:x2FJQu1FwXKTc5Fu10FD3VKv2wY=,SF,8.728504180908203E-4,Dd,143.88.0.2,32625,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200079188E9,Cc33yo4fQ0BmydADR8,2024-11-05T10:06:40.079Z,none,none,False,none
1:tRGOem6Y+QdCN7pTwmgX0ZUnWXg=,SF,4.6896934509277344E-4,Dd,143.88.0.2,58159,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801200080409E9,CJwWN815pZzVoVoQD3,2024-11-05T10:06:40.080Z,none,none,False,none
1:Ofq7rTgcs4AhxiOSch8qF/h+cL0=,SF,0.0012259483337402344,Dd,143.88.0.18,48153,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801208330096E9,CTi9p84l580tOb1BKg,2024-11-05T10:06:48.330Z,none,none,False,none
1:rGmWeDBMWRpXFbtAK8cGJp/F2co=,S0,5.979537963867188E-4,D,143.88.15.11,36382,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730801226290292E9,CRAZ0q4BZxvW1BMqSl,2024-11-05T10:07:06.290Z,none,none,False,none
1:KxhdcZsq69hWX3AXv1x6NwXsmX0=,SF,9.381771087646484E-4,Dd,143.88.0.2,18547,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730801230311679E9,C7kh5holtUVMBtFS8,2024-11-05T10:07:10.311Z,none,none,False,none
1:G6NgiLdb7UqGO4vO9vqzhDSNoSY=,SF,0.0021529197692871094,Dd,143.88.0.18,64105,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801238500575E9,CfAbd44pTmnwa1QFA1,2024-11-05T10:07:18.500Z,none,none,False,none
1:pk1gyIfp+MCwcLoXNk7TRkItAyQ=,S0,3.8313865661621094E-4,D,143.88.9.13,39937,143.88.255.10,53,false,false,0,64,120,2,udp,0,0,0,dns,1.730801240813912E9,C5Yqyl4i0aWVquY5Uk,2024-11-05T10:07:20.813Z,none,none,False,none
1:sB3VExApOrZiDgGbfgih3olHW14=,SF,0.004256010055541992,Dd,143.88.5.10,35219,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801268941083E9,CmSaDv1vsDdQCVC7wd,2024-11-05T10:07:48.941Z,none,none,False,none
1:5EaxlnhulHOObDSmo/+T91lm3zw=,SF,0.001033782958984375,Dd,143.88.0.18,7710,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730801268821962E9,C3vLHu2Vmet0A0qDYi,2024-11-05T10:07:48.821Z,none,none,False,none
1:occ7/a5Id12UdzP43OEdETcP/74=,SF,0.004055023193359375,Dd,143.88.5.10,33842,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730801299179544E9,CsLQo1M1zjgR64PO4,2024-11-05T10:08:19.179Z,none,none,False,none
1:XPTW7OHdTqi0BCNIzXZNHLCelGc=,SF,0.0011219978332519531,Dd,143.88.0.18,52094,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730801299132902E9,CGrW3q2Zy0rQb1LhO8,2024-11-05T10:08:19.132Z,none,none,False,none
1:3xbO8DYr3B02dThETdAPmekZaYQ=,SF,0.0011649131774902344,Dd,143.88.0.2,58446,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730801320991229E9,CwaKWE2x41XYLE3RMl,2024-11-05T10:08:40.991Z,none,none,False,none
1:IkQUXF3/KQvrxX1RxdmCfeGONOY=,SF,0.004216909408569336,Dd,143.88.5.10,34167,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730801329424875E9,CDSOTz158MKu01Rqcj,2024-11-05T10:08:49.424Z,none,none,False,none
1:N7dgIQe3pCOOLw8TCRfQzQ4XXJA=,S0,5.005093097686768,D,143.88.8.11,39272,143.88.255.10,53,false,false,0,128,240,4,udp,0,0,0,dns,1.730801338952178E9,CxqWFi3D51MYBefkvk,2024-11-05T10:08:58.952Z,none,none,False,none
1:7p37FcPFcpqVGecsy4LMBmU+BYA=,SF,0.0010039806365966797,Dd,143.88.0.18,24244,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591318641633E9,Cs9dzd89TiIBwlvsg,2024-11-02T23:48:38.641Z,none,none,False,none
1:EqQKZUuHF3otY+/k/Zx6UdRHqRI=,SF,0.0011050701141357422,Dd,143.88.0.2,25119,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730591340459887E9,CbgUI42UZ8AHb8hOng,2024-11-02T23:49:00.459Z,none,none,False,none
1:jV6RwHUY96ExbqQqFkBcsCoMku0=,SF,3.2806396484375E-4,Dd,143.88.0.2,38279,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591340585188E9,C3i9Na3XCPTimWM6Qf,2024-11-02T23:49:00.585Z,none,none,False,none
1:Nz50MzGZqEN7CWb7N2Xz8Rg2N6c=,SF,9.49859619140625E-4,Dd,143.88.0.18,42207,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591348891375E9,CdEqUR3NlOvGW9FWx6,2024-11-02T23:49:08.891Z,none,none,False,none
1:81vD30Rkx3WeWQ3i1WOjn73ic8E=,SF,0.0010099411010742188,Dd,143.88.0.18,27776,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.73059137902831E9,Cywvuz25W3daNc7S94,2024-11-02T23:49:39.028Z,none,none,False,none
1:QdYhnEk5GQTGYK2MJuYcAz/BM5w=,SF,4.6896934509277344E-4,Dd,143.88.0.2,53211,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730591401001689E9,CnLw8U10EdBuB8ki9b,2024-11-02T23:50:01.001Z,none,none,False,none
1:aXar29HyS6VqmwSxEnn84C3BJwQ=,SF,4.169940948486328E-4,Dd,143.88.0.2,59112,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591401022449E9,CVvou3hQZpxHkVBzg,2024-11-02T23:50:01.022Z,none,none,False,none
1:pG2aJf9azrzqkbhGQ/rXkshNBLg=,SF,4.2700767517089844E-4,Dd,143.88.0.2,13069,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730591401029204E9,C08lVN3JLVvfl3JkVd,2024-11-02T23:50:01.029Z,none,none,False,none
1:a9SmnYESlv2k/r0P74mFWdr0kAI=,SF,0.004294872283935547,Dd,143.88.5.10,35130,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730591409342684E9,Cu3ebS1hDelDkvQok1,2024-11-02T23:50:09.342Z,none,none,False,none
1:R4ca9JZjnth4KRy4uII6CbxI77k=,SF,0.004087924957275391,Dd,143.88.1.22,54716,143.88.1.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730591431362631E9,Cd84pz2aFE9KM1pevd,2024-11-02T23:50:31.362Z,none,none,False,none
1:/LuahodVfJ2CDa3f4PCqgRDOekI=,SF,0.0037000179290771484,Dd,143.88.1.22,47507,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730591431230721E9,CPpl5l4STf3xpBIM14,2024-11-02T23:50:31.230Z,none,none,False,none
1:vGZSlkbeV2R2JN6wHf2x967PN4s=,SF,9.429454803466797E-4,Dd,143.88.0.2,6790,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730591431324557E9,C4xajv3mVX8HXE5UK5,2024-11-02T23:50:31.324Z,none,none,False,none
1:w/D4hb+cta75O88LzjmW1vnctyw=,SF,8.280277252197266E-4,Dd,143.88.0.18,63993,143.88.0.17,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730591439505266E9,Cccgdz1eWqa9W2iBaj,2024-11-02T23:50:39.505Z,none,none,False,none
1:u9+uZ6IL6ytGySyetDFVXe6LtFU=,SF,4.849433898925781E-4,Dd,143.88.0.2,5318,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73059146158637E9,CEEizx30jPoQp3IkNd,2024-11-02T23:51:01.586Z,none,none,False,none
1:6W1Iv06cYGQLvpffP4ByohRQ1+w=,SF,0.0010559558868408203,Dd,143.88.0.2,45740,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73059149178699E9,CBnWYD2xPOCE7imyMk,2024-11-02T23:51:31.786Z,none,none,False,none
1:0LH5upXjlX+v6ht7hjcQSA0rkdQ=,S0,5.00505805015564,D,143.88.6.10,56757,143.88.255.10,53,false,false,0,128,240,4,udp,0,0,0,dns,1.730591482309097E9,CVoWNn4Zo1Qz8wZsqd,2024-11-02T23:51:22.309Z,none,none,False,none
1:biH/cuhSFeSdiGCxV54kQDPP82k=,SF,8.690357208251953E-4,Dd,143.88.0.2,31954,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591491860905E9,C4OkDU3Y6nYxDrX8th,2024-11-02T23:51:31.860Z,none,none,False,none
1:W3YVS/qXY1oEbnw9jvQI/tqNdaA=,SF,0.004472970962524414,Dd,143.88.5.10,52280,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730591500139358E9,CY5Hgd3hKILzPthQ9c,2024-11-02T23:51:40.139Z,none,none,False,none
1:L40Cg4innFycjXAJfI3joldjRt4=,SF,0.0010600090026855469,Dd,143.88.0.18,39253,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591530302623E9,CK6yDK1GAVtjF0CJr8,2024-11-02T23:52:10.302Z,none,none,False,none
1:LwDCVpYWyqh40w+jc31mUgSjJxs=,SF,5.409717559814453E-4,Dd,143.88.0.18,65465,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591530357402E9,CP9xBE485uJfgoQWi3,2024-11-02T23:52:10.357Z,none,none,False,none
1:aJi3rGbxfOpmSDgB4YwC3J8orrU=,SF,5.369186401367188E-4,Dd,143.88.0.18,56779,143.88.0.17,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591530311878E9,CksAp81FS2FHLFQdS9,2024-11-02T23:52:10.311Z,none,none,False,none
1:NTQ+MzcWRxeGLgCzQ+JbNsDBGSY=,SF,9.100437164306641E-4,Dd,143.88.0.18,23129,143.88.0.17,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730591530377469E9,CEGyqP1ZPJzQorPzoh,2024-11-02T23:52:10.377Z,none,none,False,none
1:9srzHCLDGS9xSEZKEiMpnAwuZ6c=,SF,0.0027730464935302734,Dd,143.88.1.22,40225,143.88.1.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730591552279685E9,CKmRTz17fLIo5LE6C7,2024-11-02T23:52:32.279Z,none,none,False,none
1:q9Voyxu9MUkGx86dsgUNHqm5CkE=,SF,3.0803680419921875E-4,Dd,143.88.0.2,10115,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730591552358016E9,CBqKjo4fO2I0s8elT4,2024-11-02T23:52:32.358Z,none,none,False,none
1:dTO3WnXIbJICXSFqj+j01aOH4B0=,SF,9.000301361083984E-4,Dd,143.88.0.2,54995,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591582503414E9,CnRmFu3JXxIbB6ZDQc,2024-11-02T23:53:02.503Z,none,none,False,none
1:+bjy8vrsWKWhYXnjBhNSHWxl7R0=,SF,4.711151123046875E-4,Dd,143.88.0.2,33499,143.88.0.1,53,false,false,0,58,86,1,udp,58,86,1,dns,1.730591582489146E9,C6FYTm1diDS571sWvf,2024-11-02T23:53:02.489Z,none,none,False,none
1:JPiZHl/iQWaJAXTCzPrACeuoYVM=,S0,2.319812774658203E-4,D,143.88.12.13,60064,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.73059158316661E9,CgfIfP2ZDzvR2Cdw0c,2024-11-02T23:53:03.166Z,none,none,False,none
1:R8Pxm+wMd5KFJCNZQRTzDiiyvBU=,SF,0.0038330554962158203,Dd,143.88.5.10,55922,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730591590762879E9,CT5ZL8BmzjAWjsGJ2,2024-11-02T23:53:10.762Z,none,none,False,none
1:/UFitPw0C2NvY6EZMDGSeVm1suY=,SF,0.004498004913330078,Dd,143.88.5.10,59302,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730591590860351E9,CPesSt4vJU7Q1M0wje,2024-11-02T23:53:10.860Z,none,none,False,none
1:Z/FjcGTV+iOu5XvM6Gupc4R0uWA=,S0,5.259513854980469E-4,D,143.88.9.13,37164,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.73059159873779E9,C09fDq1U3HV9He1TFk,2024-11-02T23:53:18.737Z,none,none,False,none
1:oqoMN2wFpkEcul7wiFdexolFWYc=,SF,4.9591064453125E-4,Dd,143.88.0.2,17101,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591612774162E9,Crof8K3o66ENmv8ddd,2024-11-02T23:53:32.774Z,none,none,False,none
1:XJ8HIMFZgS00FfGBaorKYZoX7uE=,SF,3.9887428283691406E-4,Dd,143.88.0.2,62048,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.73059161278413E9,CT3yRm2DGpvjBZc0e7,2024-11-02T23:53:32.784Z,none,none,False,none
1:OS26bEzHGNFShwiw8SO12mxAsSU=,S0,4.360675811767578E-4,D,143.88.13.13,43872,143.88.255.10,53,false,false,0,96,152,2,udp,0,0,0,dns,1.73059162218853E9,C8YzjI2VIfBTuRbMx9,2024-11-02T23:53:42.188Z,none,none,False,none
1:CXXVy5fyq+efqQAjABnVUBeJVpA=,SF,0.0010831356048583984,Dd,143.88.0.2,24234,143.88.0.1,53,false,false,0,47,75,1,udp,47,75,1,dns,1.730591642955447E9,CGyLPM3Vu3wJ1za5V3,2024-11-02T23:54:02.955Z,none,none,False,none
1:RnRNaA08cwK169KETlj56plPhX0=,S0,5.005714178085327,D,143.88.15.11,36173,143.88.255.10,53,false,false,0,192,304,4,udp,0,0,0,dns,1.730591634771062E9,CnsUHs32Kl3WRWnkS2,2024-11-02T23:53:54.771Z,none,none,False,none
1:Gh93odMmyV+lNrRZtq6euZXM+Jo=,SF,0.0027878284454345703,Dd,143.88.5.10,52376,143.88.5.1,53,false,false,0,163,247,3,udp,163,247,3,dns,1.730591681525458E9,CQcBw047tIJFjdGoT3,2024-11-02T23:54:41.525Z,none,none,False,none
1:e72UC0l3LkAkCg6kYIPjYj5bm/U=,SF,9.2315673828125E-4,Dd,143.88.0.2,60000,143.88.0.1,53,false,false,0,32,60,1,udp,32,60,1,dns,1.730591703481922E9,CCAgHC1p6Kj3OrdPh4,2024-11-02T23:55:03.481Z,none,none,False,none
1:sABuPou2OT2Uz+Lgk6ZfEpWDVtQ=,SF,0.0011870861053466797,Dd,143.88.0.18,34827,143.88.0.17,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591711891321E9,C9tQFg4XcTurdnjNn1,2024-11-02T23:55:11.891Z,none,none,False,none
1:cnPa0dZ7Tv6xj1QfblUKrcxYPgQ=,S0,4.0602684020996094E-4,D,143.88.7.12,36175,143.88.255.10,53,false,false,0,64,120,2,udp,0,0,0,dns,1.730591714054673E9,C7ebLy3T125Qp36Jpf,2024-11-02T23:55:14.054Z,none,none,False,none
1:6ogIC6tyZkCIXAcOeA84mxj8m+8=,SF,0.0010349750518798828,Dd,143.88.0.2,45613,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591733710544E9,C00NJT2pqR7w3ASxq4,2024-11-02T23:55:33.710Z,none,none,False,none
1:ELt2gk/P9gx/hee7PzTp3eZ4Dmc=,SF,0.004065036773681641,Dd,143.88.5.10,32990,143.88.5.1,53,false,false,0,118,202,3,udp,118,202,3,dns,1.730591742012189E9,CUhqGp1ErlVAPDFS12,2024-11-02T23:55:42.012Z,none,none,False,none
1:9ObUoPNWE7NN80VLKsfYGf4DTaY=,SF,0.0010600090026855469,Dd,143.88.0.2,8767,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591763997932E9,Cfqag14lS1d0qVSPnc,2024-11-02T23:56:03.997Z,none,none,False,none
1:NSzGrYY4vUYjxWt3pOZMxBicWgQ=,S0,4.004922866821289,D,172.28.128.3,137,172.28.128.255,137,true,true,0,200,312,4,udp,0,0,0,dns,1.730591754563311E9,CkrRBN22rO479EmXi5,2024-11-02T23:55:54.563Z,none,none,False,none
1:2oexPn1xk4Mm3jI1N6O4gYOCypM=,S0,5.5789947509765625E-5,D,143.88.7.12,57339,143.88.255.10,53,false,false,0,94,150,2,udp,0,0,0,dns,1.730591779125888E9,Cytx5reoyxYHRCxMd,2024-11-02T23:56:19.125Z,none,none,False,none
1:l/2IocagrGVsuzWdP+yswXTpW4w=,SF,9.250640869140625E-4,Dd,143.88.0.2,4533,143.88.0.1,53,false,false,0,43,71,1,udp,43,71,1,dns,1.730591794367913E9,CMfQjO3HtnHz7OTSb5,2024-11-02T23:56:34.367Z,none,none,False,none
