community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:Yz/gxooee5wQvaDq+kIwfrWY3RQ=,SF,0.02458810806274414,ShADTdttFaf,143.88.3.11,34449,143.88.4.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709331201504397E9,Ca6nOr4pM2DvJG5zNl,2024-03-01T22:13:21.504Z,Credential Access,T1110,True,none
1:EOYeyvDf6iPRcoLOuu9zjpWux9M=,SF,0.024590015411376953,ShADTdttFaf,143.88.3.11,36097,143.88.4.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709379783807932E9,COj0tX34D3mPqQgXi5,2024-03-02T11:43:03.807Z,Credential Access,T1110,True,none
1:7uFbLU2q/5zzfHbz+wfF6Elhf+4=,SF,0.024637937545776367,ShADTdttFaf,143.88.4.11,33885,143.88.5.12,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709344380297503E9,CXRo564aDXORrA7m3,2024-03-02T01:53:00.297Z,Credential Access,T1110,True,none
1:GImwKSYVKWQgpMisY9ihhFqRAvc=,SF,0.02473902702331543,ShADTdttFaf,143.88.5.14,44923,143.88.6.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709222371868018E9,CpCpVW3NyDcKRo2Nd6,2024-02-29T15:59:31.868Z,Credential Access,T1110,True,none
1:tGNwyeJ3IV5QAVDxWrT4elUdX/M=,SF,0.02474212646484375,ShADTdttFaf,143.88.3.11,35535,143.88.4.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709341143993877E9,CTQPbf4ffaPR3oG7Sa,2024-03-02T00:59:03.993Z,Credential Access,T1110,True,none
1:MPaHyDmxqW+IP+29vApyAY8ueDc=,SF,0.02479410171508789,ShADTdttFaf,143.88.12.12,33483,143.88.13.10,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709201277773193E9,C5oOjt3Id1eabHubyk,2024-02-29T10:07:57.773Z,Credential Access,T1110,True,none
1:9Pd/8DYP9JIYzJNQLrsTEYYTw9A=,SF,0.024837970733642578,ShADTdttFaf,143.88.12.12,38157,143.88.13.10,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709100003368307E9,CZ4TxZ1ZEIpcZH9Ur,2024-02-28T06:00:03.368Z,Credential Access,T1110,True,none
1:369ReQ1PNmPh5XP+oyVOhFIWMZI=,SF,0.024851083755493164,ShADTdttFaf,143.88.1.18,46163,143.88.2.20,4848,false,false,0,686,5272,48,tcp,11329,47844,48,ssl,1.709358420903262E9,CVK0cL3dKdlSjfRYa8,2024-03-02T05:47:00.903Z,Credential Access,T1110,True,none
1:Vju6PW6KqSVqDhf07pYFHRDf57Y=,SF,0.02486109733581543,ShADTdttFaf,143.88.8.12,33653,143.88.9.10,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709268747589892E9,CC8tTJ9J7lUTsU2Rl,2024-03-01T04:52:27.589Z,Credential Access,T1110,True,none
1:fpv/mSmrybDUmLPNm9p/+LJupoY=,SF,0.025024890899658203,ShADTdttFaf,143.88.14.11,42929,143.88.15.12,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709244972754146E9,CwijP92Qp3gWd38yT1,2024-02-29T22:16:12.754Z,Credential Access,T1110,True,none
1:/4fHdHix5+Rd3kTCkMozYTzewH4=,SF,0.025059938430786133,ShADTdttFaf,143.88.12.12,35703,143.88.13.10,4848,false,false,0,686,5272,48,tcp,11329,47844,48,ssl,1.709356733390929E9,ChvXCi3OFIoQyDmhQg,2024-03-02T05:18:53.390Z,Credential Access,T1110,True,none
1:6aCld099vG5+n+i3V4OJbyEaxbc=,SF,0.025131940841674805,ShADTdttFaf,143.88.13.12,36217,143.88.14.12,4848,false,false,0,686,5272,48,tcp,11329,47844,48,ssl,1.709358135427486E9,CULOC84SmexiHUhZb9,2024-03-02T05:42:15.427Z,Credential Access,T1110,True,none
1:msRsuI5ZkqtkFqCWl8DiEayrEaM=,SF,0.025165081024169922,ShADTdttFaf,143.88.3.11,37549,143.88.4.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709371162520581E9,C1asdN2VXHRvYMDVDg,2024-03-02T09:19:22.520Z,Credential Access,T1110,True,none
1:ZIbDlQbfcsFuX6Of6/e5R0LVX2g=,SF,0.025170087814331055,ShADTdttFaf,143.88.12.12,42593,143.88.13.10,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709247561870235E9,Cu5JYe3UeL9XBu0col,2024-02-29T22:59:21.870Z,Credential Access,T1110,True,none
1:qSCdpl7BN3AKj9X2kFtsEQCbZ8o=,SF,0.025197982788085938,ShADTdttFaf,143.88.2.17,43915,143.88.3.14,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709181033440391E9,CGzMtp2Le8CloPAilb,2024-02-29T04:30:33.440Z,Credential Access,T1110,True,none
1:4SvY+fcqu9suYEsOV2BbdQJ8fY8=,SF,0.02527594566345215,ShADTdttFaf,143.88.3.11,33603,143.88.4.13,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709371164337649E9,CbnS2r1IDDBYG0Q0P4,2024-03-02T09:19:24.337Z,Credential Access,T1110,True,none
1:vCKfBSvo9ttEhmitRMxmTIQLl1A=,SF,0.025352001190185547,ShADTdttFaf,143.88.1.18,43583,143.88.2.20,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709352014397086E9,CuMSjf1LqkfDk02UI5,2024-03-02T04:00:14.397Z,Credential Access,T1110,True,none
1:l81c6lS6ASl5ohADtfxKINOXIPg=,SF,0.025362014770507812,ShADTdttFaf,143.88.4.11,41647,143.88.5.12,4848,false,false,0,686,5272,48,tcp,11329,47844,48,ssl,1.709305187844629E9,CWrTci2SceXIsJE5Ld,2024-03-01T14:59:47.844Z,Credential Access,T1110,True,none
1:dIAj+QMwgdoF/pWQc/qb2/INlf0=,SF,0.025405168533325195,ShADTdttFaf,143.88.6.11,46707,143.88.7.14,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709227999781808E9,CpWuM93vZ3JaTwQec4,2024-02-29T17:33:19.781Z,Credential Access,T1110,True,none
1:xMNpiCJA8y54EtpKPCZwePWR8Ho=,SF,0.025430917739868164,ShADTdttFaf,143.88.15.10,36789,143.88.1.19,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709166738723756E9,C9AKbX1V3CBfg2XZDh,2024-02-29T00:32:18.723Z,Credential Access,T1110,True,none
1:nUzI46rYotsg6uYJlCS0fRFKJOw=,SF,0.025463104248046875,ShADTdttFaf,143.88.8.12,39945,143.88.9.10,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709200800942535E9,CG3ZQz2R29MKRAyR8e,2024-02-29T10:00:00.942Z,Credential Access,T1110,True,none
1:XOymEjxgqc8O0QiXJt4y5Qg0f3o=,SF,0.02546405792236328,ShADTdttFaf,143.88.6.11,38261,143.88.7.14,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709420361861448E9,CHpjXJ2RRXZ6Wb5FB5,2024-03-02T22:59:21.861Z,Credential Access,T1110,True,none
1:24J+olAgIoEIqt+I/JbULq7LwdA=,SF,0.02550482749938965,ShADTdttFaf,143.88.2.17,34551,143.88.3.14,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709247703136336E9,CtPKUA3LPcRP5bdzh9,2024-02-29T23:01:43.136Z,Credential Access,T1110,True,none
1:tWwTvhHkixI7bCd0Yjhf7Uxz9M4=,SF,0.02553105354309082,ShADTdttFaf,143.88.5.14,46359,143.88.6.13,4848,false,false,0,686,5272,48,tcp,11329,47844,48,ssl,1.709291805775179E9,C6rBJS36LiQW7XpEs8,2024-03-01T11:16:45.775Z,Credential Access,T1110,True,none
1:FCDlNfouY2of/+2KwKqJVqJ6o4k=,SF,0.025566816329956055,ShADTdttFaf,143.88.3.11,44993,143.88.4.13,4848,false,false,0,686,5480,52,tcp,11329,47844,48,ssl,1.709398559881318E9,CKICiPjTQ3u7F02Hl,2024-03-02T16:55:59.881Z,Credential Access,T1110,True,none
1:hxehOIdPnmUBG/CK3NjQhlo4+nE=,SF,0.02561187744140625,ShADTdttFaf,143.88.7.11,44723,143.88.8.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709106203178368E9,CJP8eA2tfYXV3rxdT2,2024-02-28T07:43:23.178Z,Credential Access,T1110,True,none
1:fUtn8Nb61+guZfuZj6UoI82Sn8k=,SF,0.025688886642456055,ShADTdttFaf,143.88.2.17,46505,143.88.3.14,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709181031144344E9,CMlRJ143nrXx69zGge,2024-02-29T04:30:31.144Z,Credential Access,T1110,True,none
1:KTlcwnlmXIMXjbZHlBgl4ZtUzCU=,SF,0.025738000869750977,ShADTdttFaf,143.88.7.11,45203,143.88.8.13,4848,false,false,0,686,5064,44,tcp,11329,47844,48,ssl,1.709209204578656E9,CoF5du2GmSD0D4kKxd,2024-02-29T12:20:04.578Z,Credential Access,T1110,True,none
1:pHj4yMxL9yKUtugkhoMH1ZtQ6C4=,SF,0.025758981704711914,ShADTdttFaf,143.88.2.17,39073,143.88.3.14,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.709265598816262E9,CE3UJf1oLFf9JwQe4c,2024-03-01T03:59:58.816Z,Credential Access,T1110,True,none
1:nGpRPC9bP6Q1XMLFlJulNtScH0Y=,SF,0.025772809982299805,ShADTdttFaf,143.88.8.12,41943,143.88.9.10,4848,false,false,0,686,4856,40,tcp,11329,47844,48,ssl,1.70915124490246E9,CdmduX1MuEYZmEYAX2,2024-02-28T20:14:04.902Z,Credential Access,T1110,True,none
